2025-06-17 21:04:05 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.collectMethodsByGroup() took 2 ms.
2025-06-17 21:19:25 [main] WARN  a.pages.AccountsPage - ⚠️ 'Detailed Statement' not visible. Re-clicking Accounts Tab.
2025-06-17 21:19:25 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:19:35 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:19:36 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:19:36 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:19:36 [main] INFO  a.pages.AccountsPage - ✅ 'Detailed Statement' became visible after re-clicking Accounts Tab.
2025-06-17 21:19:36 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:19:48 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:19:48 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:19:49 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:19:49 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:19:49 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:20:00 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:20:25 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:20:25 [main] INFO  a.pages.AccountsPage - Selecting custom duration: 3 Months
2025-06-17 21:20:25 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:20:35 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:20:36 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:20:36 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:20:36 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:20:36 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:20:47 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:21:12 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:21:12 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:21:23 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:21:23 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:21:33 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:21:33 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:21:33 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:21:44 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:22:09 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:22:09 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:22:20 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:22:20 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:22:30 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:22:30 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:22:30 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:22:40 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:23:06 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:23:06 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:23:16 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:23:16 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:23:17 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:23:17 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:23:17 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:23:43 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:24:08 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:24:08 [main] INFO  a.pages.AccountsPage - ✅ 3 Months statement download triggered.
2025-06-17 21:24:08 [main] INFO  a.pages.AccountsPage - Starting custom statement download for 6 months.
2025-06-17 21:24:08 [main] INFO  a.pages.AccountsPage - Checking visibility of 'Detailed Statement' button.
2025-06-17 21:24:13 [main] WARN  a.pages.AccountsPage - ⚠️ 'Detailed Statement' not visible. Re-clicking Accounts Tab.
2025-06-17 21:24:13 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:24:23 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:24:23 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:24:24 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:24:24 [main] INFO  a.pages.AccountsPage - ✅ 'Detailed Statement' became visible after re-clicking Accounts Tab.
2025-06-17 21:24:24 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:24:35 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:24:35 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:24:47 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:24:47 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:24:47 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:24:57 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:25:22 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:25:22 [main] INFO  a.pages.AccountsPage - Attempt 1 for custom data fetch.
2025-06-17 21:25:22 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:25:33 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:25:33 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:25:43 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:25:43 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:25:43 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:25:54 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:26:19 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:26:19 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:26:29 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:26:29 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:26:40 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:26:40 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:26:40 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:26:50 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:27:15 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:27:15 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:27:25 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:27:26 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:27:27 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:27:27 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:27:27 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:27:43 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:28:08 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:28:13 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:28:13 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:28:24 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:28:49 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:28:54 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:29:04 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:29:05 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:29:15 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:29:15 [main] INFO  a.pages.AccountsPage - Waiting for page to load and checking for service errors...
2025-06-17 21:29:15 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:29:25 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:29:50 [main] INFO  a.pages.AccountsPage - ✅ Page is ready.
2025-06-17 21:29:50 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:30:01 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:30:17 [main] WARN  a.pages.AccountsPage - ⚠️ Click failed attempt 1/3: Expected condition failed: waiting for element to be clickable: By.xpath: //img[contains(@src,'ic_excel_file.svg') and @alt='excel'] (tried for 15 second(s) with 500 milliseconds interval)
Build info: version: '4.20.0', revision: '866c76ca80'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '17.0.12'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 137.0.7151.104, chrome: {chromedriverVersion: 137.0.7151.70 (dfa4dc56b2ab..., userDataDir: C:\Users\rajum\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:59315}, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: windows, proxy: Proxy(), se:cdp: ws://localhost:59315/devtoo..., se:cdpVersion: 137.0.7151.104, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Session ID: 855d09442e270520ba9dc90ec2c21bea
2025-06-17 21:30:17 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:30:28 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:30:44 [main] WARN  a.pages.AccountsPage - ⚠️ Click failed attempt 2/3: Expected condition failed: waiting for element to be clickable: By.xpath: //img[contains(@src,'ic_excel_file.svg') and @alt='excel'] (tried for 15 second(s) with 500 milliseconds interval)
Build info: version: '4.20.0', revision: '866c76ca80'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '17.0.12'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 137.0.7151.104, chrome: {chromedriverVersion: 137.0.7151.70 (dfa4dc56b2ab..., userDataDir: C:\Users\rajum\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:59315}, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: windows, proxy: Proxy(), se:cdp: ws://localhost:59315/devtoo..., se:cdpVersion: 137.0.7151.104, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Session ID: 855d09442e270520ba9dc90ec2c21bea
2025-06-17 21:30:44 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:30:55 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:31:11 [main] WARN  a.pages.AccountsPage - ⚠️ Click failed attempt 3/3: Expected condition failed: waiting for element to be clickable: By.xpath: //img[contains(@src,'ic_excel_file.svg') and @alt='excel'] (tried for 15 second(s) with 500 milliseconds interval)
Build info: version: '4.20.0', revision: '866c76ca80'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '17.0.12'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 137.0.7151.104, chrome: {chromedriverVersion: 137.0.7151.70 (dfa4dc56b2ab..., userDataDir: C:\Users\rajum\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:59315}, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: windows, proxy: Proxy(), se:cdp: ws://localhost:59315/devtoo..., se:cdpVersion: 137.0.7151.104, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Session ID: 855d09442e270520ba9dc90ec2c21bea
2025-06-17 21:31:12 [main] ERROR a.pages.AccountsPage - ❌ Custom statement download failed: ❌ Click failed after 3 attempts: By.xpath: //img[contains(@src,'ic_excel_file.svg') and @alt='excel']
2025-06-17 21:31:12 [main] INFO  a.pages.AccountsPage - Starting custom statement download for 12 months.
2025-06-17 21:31:12 [main] INFO  a.pages.AccountsPage - Checking visibility of 'Detailed Statement' button.
2025-06-17 21:31:17 [main] WARN  a.pages.AccountsPage - ⚠️ 'Detailed Statement' not visible. Re-clicking Accounts Tab.
2025-06-17 21:31:17 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
2025-06-17 21:31:27 [main] INFO  a.pages.AccountsPage - ✅ Spinner disappeared.
2025-06-17 21:31:28 [main] WARN  a.pages.AccountsPage - ⚠️ Click intercepted attempt 1/3: element click intercepted: Element <span class="p-menuitem-text">...</span> is not clickable at point (153, 100). Other element would receive the click: <div class="ng-tns-c4033847114-65 p-dialog-mask p-component-overlay p-component-overlay-enter p-dialog-mask-scrollblocker" style="z-index: 11101;">...</div>
  (Session info: chrome=137.0.7151.104)
Build info: version: '4.20.0', revision: '866c76ca80'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '17.0.12'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [855d09442e270520ba9dc90ec2c21bea, clickElement {id=f.017C2DDD53A4D92CD3D9410D52DD24B9.d.3E2BD6A444B20506AAB2EB83651C9849.e.89}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 137.0.7151.104, chrome: {chromedriverVersion: 137.0.7151.70 (dfa4dc56b2ab..., userDataDir: C:\Users\rajum\AppData\Loca...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:59315}, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: windows, proxy: Proxy(), se:cdp: ws://localhost:59315/devtoo..., se:cdpVersion: 137.0.7151.104, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Element: [[ChromeDriver: chrome on windows (855d09442e270520ba9dc90ec2c21bea)] -> xpath: //span[@class='p-menuitem-text' and text()='Accounts']]
Session ID: 855d09442e270520ba9dc90ec2c21bea
2025-06-17 21:31:29 [main] INFO  a.pages.AccountsPage - ⏳ Waiting for spinner to fully disappear...
